ISN,Downloadable,Title,Author/Org,Document,Published,Pages,Maps,Map Types,Subjects,Areas,NTS,Licence,Coverage,Notes,Ordering,Long/Lat,Source,,Degree
1522,No,Report on Government Drills,Nova Scotia Department of Mines and Energy,Annual Report 1922,1923,69-86,0 map(s),,coal; drillhole logs; drillholes; fossil fuels; gypsum; industrial minerals; salt,Antigonish County; Cape Breton County; Cape Breton Island; Cumberland County; Hants County; Lunenburg County; Nova Scotia,11E/03; 11E/04; 11E/05; 11E/06; 11F/09; 11F/10; 11F/11; 11F/12; 11F/13; 11F/14; 11F/15; 11F/16; 11J/04; 11K/01; 11K/02; 11K/07; 11K/08; 21A/01; 21A/02; 21A/07; 21A/08; 21A/09; 21A/10; 21A/15; 21A/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1922; 104 page(s)",,
1523,No,Report on the Mines of Nova Scotia,"Brown, T J, Nova Scotia Department of Mines and Energy",Annual Report 1923,1924,9-87,0 map(s),,ammonium sulphate; barite; barium; brick clays/shales; building stones; coal; coal seams; coke; diatomaceous earth; dolomites; economic geology; fossil fuels; gold; grindstones; gypsum; industrial minerals; iron; limestones; metallic minerals; mineral exploration activities; mineralization; mineralogy; moulding sands; Pennsylvanian; production; salt; silica,Cape Breton County; Cape Breton Island; Chimney Corner Coalfield; Colchester County; Cumberland County; Inverness Coalfield; Inverness County; Joggins Coalfield; Mabou Coalfield; Nova Scotia; Pictou Coalfield; Pictou County; Springhill Coalfield; St Rose Coalfield; Sydney Coalfield; Victoria County,11E/06; 11E/09; 11E/10; 11E/15; 11E/16; 11J/04; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1923; 215 page(s)",,
1524,No,Report on Government Core Drills,Nova Scotia Department of Mines and Energy,Annual Report 1923,1924,131-152,0 map(s),,coal; drillhole logs; drillholes; fossil fuels; gypsum; industrial minerals,Cape Breton County; Cape Breton Island; Hants County; Inverness County; Nova Scotia; Pictou County; Richmond County,11E/03; 11E/04; 11E/05; 11E/06; 11E/09; 11E/10; 11E/15; 11E/16; 11F/11; 11F/12; 11F/13; 11F/14; 11K/01; 11K/02; 11K/03; 11K/04; 11K/06; 11K/07; 11K/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1923; 215 page(s)",,
1525,No,Record of Boreholes from 1871 To Present Date,Nova Scotia Department of Mines and Energy,Annual Report 1923,1924,153-183,0 map(s),,antimony; coal; copper; drillholes; fossil fuels; gold; gypsum; industrial minerals; iron; limestones; metallic minerals; oil shales; petroleum; quartz; salt,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1923; 215 page(s)",,
1527,No,Report on Mineral Deposits Along Dominion Atlantic Railway In Nova Scotia,"Flynn, A E, Nova Scotia Department of Mines and Energy",Annual Report 1923,1924,202-215,0 map(s),,antimony; arsenic; arsenopyrite; brick clays/shales; chemical analyses; china clays; coal; Devonian; diatomaceous earth; drillholes; economic geology; fireclays; fossil fuels; geochemistry; gold; gypsum; Horton Gp; industrial minerals; iron; limestones; manganese; metallic minerals; mineral deposits; mineralization; mineralogy; ochre; peat; petroleum; production; quarries; quartz; salt; silica; slates,Annapolis County; Annapolis Royal; Ardoise; Avonport; Beech Hill; Bridgetown; Digby County; East Gore; Hants County; Kings County; Little River; Marshalltown; Middleton; Morristown; New Ross; Nicholsville; Nictaux; Sigogne; Torbrook; Upper Pereau; Walton; West Gore; Windsor; Yarmouth County,11E/04B; 20O/16; 21A/16; 21H/01A; 21H/01D,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1923; 215 page(s)",,
1528,No,Report on the Mines of Nova Scotia,"Brown, T J, Nova Scotia Department of Mines and Energy",Annual Report 1924,1925,17-138,0 map(s),,ammonium sulphate; arsenic; barite; barium; building stones; coal; coal seams; coke; diatomaceous earth; dolomites; economic geology; fossil fuels; gold; grindstones; gypsum; industrial minerals; iron; limestones; metallic minerals; mine bumps; mineral exploration activities; mineralization; mineralogy; moulding sands; Pennsylvanian; photographs; production; silica; silver,Cape Breton County; Cape Breton Island; Cumberland County; Inverness Coalfield; Inverness County; Joggins Coalfield; Nova Scotia; Pictou Coalfield; Pictou County; Springhill Coalfield; St Rose Coalfield; Sydney Coalfield; Victoria County,11E/09; 11E/10; 11E/15; 11E/16; 11J/04; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1924; 351 page(s)",,
1529,No,Record of Boreholes Drilled from 1886 To 1904,Nova Scotia Department of Mines and Energy,Annual Report 1904,1905,38-42,0 map(s),,coal; drillholes; fossil fuels; lithology,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Report of the Department of Mines, Nova Scotia, for the Year Ending September 30, 1904; 172 page(s)",,
1530,No,Report on Government Core Drills,Nova Scotia Department of Mines and Energy,Annual Report 1924,1925,222-244,0 map(s),,coal; drillhole logs; drillholes; fossil fuels; gypsum; industrial minerals; salt,Cape Breton County; Cape Breton Island; Cumberland County; Hants County; Inverness County; Nova Scotia; Pictou County,11E/09; 11E/10; 11E/11; 11E/12; 11E/13; 11E/14; 11E/15; 11E/16; 11F/11; 11F/13; 11F/14; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 11K/11; 21A/09; 21A/10; 21A/15; 21A/16; 21H/01; 21H/02; 21H/07; 21H/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1924; 351 page(s)",,
1532,No,"Occurrence of Bumps in the Springhill No 2 Mine of the Dominion Coal Company, Limited","Rice, G S, Nova Scotia Department of Mines and Energy",Annual Report 1924,1925,281-351,6 map(s),"mine level plan, scale: 1:4800",coal; coal seams; cross-sections; engineering geology; fossil fuels; mine bumps; mine cross-sections; mining methods; mining properties; No 1 Seam; No 2 Seam; No 3 Seam; Pennsylvanian; Springhill No 2 Mine,Cumberland County; Springhill; Springhill Coalfield,21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1924; 351 page(s)",,
1533,No,Report on Mines In Nova Scotia,"Brown, T J, Nova Scotia Department of Mines and Energy",Annual Report 1925,1926,17-119,0 map(s),,aggregates; ammonium sulphate; arsenic; barite; barium; brick clays/shales; coal; coal seams; coke; diatomaceous earth; dolomites; economic geology; fireclays; fossil fuels; gold; gypsum; industrial minerals; iron; limestones; marbles; metallic minerals; mineral exploration activities; mineralization; mineralogy; mines; moulding sands; Pennsylvanian; petroleum; production; salt; sandstones; silica; silver,Cape Breton County; Cape Breton Island; Colchester County; Cumberland County; Inverness Coalfield; Inverness County; Joggins Coalfield; Nova Scotia; Pictou Coalfield; Pictou County; Springhill Coalfield; St Rose Coalfield; Sydney Coalfield,11E/06; 11E/09; 11E/10; 11E/15; 11E/16; 11J/04; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1925; 291 page(s)",,
1535,No,Report on Government Core Drills,Nova Scotia Department of Public Works and Mines,Annual Report 1925,1926,232-239,0 map(s),,coal; drillholes; fossil fuels; industrial minerals; salt; talc,Baddeck Bridge; Boularderie Island; Bucklaw; Cape Breton County; Cape Breton Island; Cumberland County; Malagash; Sydney Mines; Victoria County,11E/14B; 11K/01C; 11K/01D; 11K/02B,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1925; 291 page(s)",,
1538,No,Report on the Mines of Nova Scotia,"McKenzie, N, Nova Scotia Department of Mines and Energy",Annual Report 1926,1927,13-88,0 map(s),,arsenic; Cambrian; chemical analyses; coal; copper; drillholes; economic geology; fossil fuels; geochemistry; gold; industrial minerals; lead; Malagash Mine; Meguma Gp; metallic minerals; Mindamar Mine; mines; Ordovician; Pennsylvanian; photographs; production; rock geochemistry; salt; Smithfield Mine; Stirling Belt; Stirling Mine; tungsten; zinc,"Antigonish County; Beaver Dam Gold District; Cape Breton County; Cape Breton Island; Cochrane Hill Gold District; Colchester County; Cumberland County; Goldenville Gold District; Halifax County; Inverness Coalfield; Inverness County; Isaacs Harbour Gold District; Joggins Coalfield; Kemptville Gold District; Killag Gold District; Leipsigate Gold District; Lunenburg County; Molega Gold District; Moose River Gold District; Mount Uniacke Gold District; Nova Scotia, Mainland; Oldham Gold District; Pictou Coalfield; Pictou County; Richmond County; Springhill Coalfield; St Rose Coalfield; Sydney Coalfield; Tangier Gold District",11D/13; 11D/13C; 11D/13D; 11D/14C; 11D/15A; 11D/15C; 11E/01A; 11E/01D; 11E/02A; 11E/06; 11E/09; 11E/10; 11E/15; 11E/16; 11F/04D; 11F/05; 11F/09; 11J/04; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21A/04B; 21A/07A; 21A/07B; 21A/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1926; 424 page(s)",,
1540,No,Report on Government Core Drills,Nova Scotia Department of Mines and Energy,Annual Report 1926,1927,134-152,0 map(s),,coal; drillhole logs; drillholes; fossil fuels; industrial minerals; petroleum; salt,Cape Breton County; Cape Breton Island; Cumberland County; Inverness County; Nova Scotia; Pictou County,11D/11; 11D/12; 11D/13; 11D/14; 11E/09; 11E/10; 11E/11; 11E/12; 11E/13; 11E/14; 11E/15; 11E/16; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1926; 424 page(s)",,
1544,No,Investigations on the Treatment of Nova Scotia Oil Shales,"Flynn, A E, Nova Scotia Department of Mines and Energy",Annual Report 1926,1927,209-298,0 map(s),,alumina; carbon; chemical analyses; coal seams; fossil fuels; gas analyses; geochemistry; hydrogen; lithology; magnesium; oil analyses; oil shales; oxygen; Pennsylvanian; petrography; photographs; photomicrographs; proximate analyses; silica; specific gravities; Stellar Seam; stratigraphy; sulphur,Mclannan Brook; McLellans Brook; New Glasgow; Pictou County; Stellarton,11E/09; 11E/10; 11E/15; 11E/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1926; 424 page(s)",,
1547,No,Report on the Mines of Nova Scotia,"McKenzie, N, Nova Scotia Department of Mines and Energy",Annual Report 1927,1928,7-76,2 map(s),"exploration activity location, scale: 1:1774080; mine level plan, scale: 1:1200",arsenic; coal; coal seams; economic geology; Foord Seam; fossil fuels; gold; gypsum; industrial minerals; metallic minerals; mining properties; Pennsylvanian; production; salt,Cape Breton County; Cape Breton Island; Cumberland County; Inverness Coalfield; Inverness County; Joggins Coalfield; Nova Scotia; Pictou Coalfield; Pictou County; Port Hood Coalfield; Springhill Coalfield; St Rose Coalfield; Sydney Coalfield,11E/09; 11E/10; 11E/15; 11E/16; 11J/04; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1927; 759 page(s)",,
1549,No,Report on Government Core Drills,Nova Scotia Department of Mines and Energy,Annual Report 1927,1928,150-174,0 map(s),,Cambrian; coal; drillhole logs; drillholes; gold; industrial minerals; iron; Meguma Gp; metallic minerals; oil; Ordovician; salt,Antigonish County; Beaver Dam Gold District; Cape Breton Island; Cumberland County; Halifax County; Inverness County; Nova Scotia; Oldham Gold District; Yarmouth County,11D/11; 11D/12; 11D/13; 11D/14; 11E/01; 11E/02; 11E/07; 11E/08; 11E/11; 11E/12; 11E/13; 11E/14; 11F/03; 11F/04; 11F/05; 11F/06; 11K/03; 11K/04; 11K/06; 21A/03; 21A/04; 21A/05; 21A/06; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1927; 759 page(s)",,
1550,No,Geological Report of Northern Nova Scotia Relative to the Possibilities for Oil and Gas,"Boyd, H E, Nova Scotia Department of Mines and Energy;Hendricks, J A, Nova Scotia Department of Mines and Energy",Annual Report 1927,1928,185-242,2 map(s),"geological, scale: 1:633600; study area location, scale: 1:1900800",Alma Fm; Ardness Fm; carbon isotopes; Carboniferous; coal; conglomerates; copper; correlation charts; correlations; cross-sections; depositional environment; depositional history; faults; folds; fossil fuels; fossils; Horton Gp; Joggins Fm; limestones; Lismore Fm; lithology; McAras Brook Fm; Mississippian; Morien Gp; oil shales; Pennsylvanian; petroleum; Pictou Gp; regional geology; River John Gp; sandstones; sedimentary structures; sedimentology; shales; Stellarton Fm; stratigraphic charts; stratigraphy; structural geology; Sydney Basin; unconformities; Windsor Gp,Antigonish; Antigonish County; Ardness; Arisaig; Cape Breton County; Cape Breton Island; Colchester County; Cumberland County; Inverness County; Lake Ainslie; Madame Island; McArras Brook; Middle River; Millsville; New Glasgow; Nova Scotia; Pictou Coalfield; Pictou County; Port Hawkesbury; Richmond County; River Wallace; Sydney Coalfield; Whycocomagh,11E/03; 11E/04; 11E/05; 11E/06; 11E/09; 11E/10; 11E/11; 11E/12; 11E/13; 11E/14; 11E/15; 11E/16; 11F/11; 11F/12; 11F/13; 11F/14; 11K/01; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1927; 759 page(s)",,
1569,No,Report on the Mines of Nova Scotia,"McKenzie, N, Nova Scotia Department of Mines and Energy",Annual Report 1928,1929,7-72,1 map(s),"exploration activity location, scale: 1:1774080",coal; coal seams; drillholes; economic geology; fossil fuels; gold; gypsum; industrial minerals; metallic minerals; mineral exploration activities; Pennsylvanian; photographs; production; salt,Cape Breton County; Cape Breton Island; Cumberland County; Inverness Coalfield; Inverness County; Joggins Coalfield; Nova Scotia; Pictou Coalfield; Pictou County; Richmond County; Springhill Coalfield; Sydney Coalfield; Victoria County,11E/09; 11E/10; 11E/15; 11E/16; 11J/04; 11J/04B; 11K/01; 11K/01A; 11K/02; 11K/03; 11K/04; 11K/05; 11K/06; 11K/07; 11K/08; 21H/09; 21H/10; 21H/15; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1928; 753 page(s)",,
1571,No,Report on Government Core Drills,Nova Scotia Department of Mines and Energy,Annual Report 1928,1929,130-201,0 map(s),,antimony; Cambrian; coal; drillhole logs; drillholes; fossil fuels; gold; industrial minerals; Meguma Gp; metallic minerals; Ordovician; salt,Antigonish County; Beaver Dam Gold District; Cape Breton Island; Cumberland County; Fifteen Mile Stream Gold District; Halifax County; Hants County; Inverness County; Lunenburg County; Nova Scotia; Oldham Gold District; Pictou County; Victoria County,11D/11; 11D/12; 11D/13; 11D/14; 11E/01; 11E/02; 11E/07; 11E/08; 11E/09; 11E/10; 11E/11; 11E/12; 11E/13; 11E/14; 11E/15; 11E/16; 11F/11; 11F/12; 11F/13; 11F/14; 11K/03; 11K/04; 11K/06; 21A/09; 21A/10; 21A/15; 21A/16; 21H/09; 21H/10; 21H/16,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1928; 753 page(s)",,
1572,No,Record of Boreholes from 1871 To 1928 Inclusive,"Messervey, J P, Nova Scotia Department of Mines and Energy",Annual Report 1928,1929,203-250,0 map(s),,antimony; coal; copper; drillholes; fossil fuels; gold; gypsum; industrial minerals; iron; limestones; metallic minerals; oil shales; petroleum; salt; talc; tin,Nova Scotia,,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1928; 753 page(s)",,
1573,No,"Preliminary Report on Geology and Oil Exploration In Cape Breton Island, Nova Scotia",Eastern Gulf Oil Company,Annual Report 1928,1929,261-301,0 map(s),,carbon; Carboniferous; coal; coal analyses; coal tests; conglomerates; depositional environment; drillholes; drilling techniques; Dunbar Fm; faults; folds; fossil fuels; fossils; gas; gypsum; Kewstoke Fm; limestones; lithology; Mabou Fm; Middle Bridge Fm; mineral exploration history; oil seeps; oolitic limestone; petroleum; photographs; physiography; Port Hood Fm; red beds; regional geology; resources; sandstones; shales; stratigraphic charts; stratigraphy; structural geology; unconformities,Cape Breton Island; Inverness County; Lake Ainslie; Mabou; Port Hood; Port Hood Coalfield,11F/11; 11F/13; 11F/14; 11F/15; 11K/02; 11K/03; 11K/04; 11K/06,,,,Contact NSDNR Library: (902) 424-8633; nsdnrlib@gov.ns.ca,,"Department of Public Works and Mines, Annual Report on the Mines, 1928; 753 page(s)",,
